sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;position;
1585056075;86100;1651507950;82416;1585056075;86100;0.123722;
1585056075;186585;1651507950;322683;1585056075;186585;0.123722;
1585056075;287182;1651507950;532813;1585056075;287182;0.123722;
1585056075;388443;1651507950;783239;1585056075;388443;0.123722;
1585056075;489189;1651507951;52345;1585056075;489189;0.1134068;
1585056075;589699;1651507951;350592;1585056075;589699;0.123722;
1585056075;690337;1651507951;503581;1585056075;690337;0.1134068;
1585056075;791002;1651507951;703875;1585056075;791002;0.1134068;
1585056075;891851;1651507951;975178;1585056075;891851;0.1134068;
1585056075;992416;1651507952;206580;1585056075;992416;0.1134068;
1585056076;93161;1651507952;423955;1585056076;93161;0.1134068;
1585056076;193793;1651507952;682826;1585056076;193793;0.1134068;
1585056076;294324;1651507952;936079;1585056076;294324;0.1134068;
1585056076;395048;1651507953;144244;1585056076;395048;0.1134068;
1585056076;495571;1651507953;349098;1585056076;495571;0.1134068;
1585056076;596257;1651507953;578921;1585056076;596257;0.1134068;
1585056076;696926;1651507953;782758;1585056076;696926;0.1134068;
1585056076;797546;1651507954;20926;1585056076;797546;0.1134068;
1585056076;898432;1651507954;305021;1585056076;898432;0.1134068;
1585056076;999075;1651507954;534504;1585056076;999075;0.1134068;
1585056077;99793;1651507954;835818;1585056077;99793;0.1134068;
1585056077;200363;1651507955;72254;1585056077;200363;0.1134068;
1585056077;301283;1651507955;280072;1585056077;301283;0.1134068;
1585056077;401970;1651507955;513525;1585056077;401970;0.123722;
1585056077;502695;1651507955;749648;1585056077;502695;0.1134068;
1585056077;603609;1651507955;992116;1585056077;603609;0.1134068;
1585056077;704272;1651507956;184719;1585056077;704272;0.123722;
1585056077;805038;1651507956;395371;1585056077;805038;0.1134068;
1585056077;905708;1651507956;648806;1585056077;905708;0.123722;
1585056078;6363;1651507956;873080;1585056078;6363;0.123722;
1585056078;107008;1651507957;155722;1585056078;107008;0.123722;
1585056078;207680;1651507957;423559;1585056078;207680;0.123722;
1585056078;308520;1651507957;671223;1585056078;308520;0.123722;
1585056078;409168;1651507957;915362;1585056078;409168;0.123722;
1585056078;510014;1651507958;141052;1585056078;510014;0.123722;
1585056078;610705;1651507958;334721;1585056078;610705;0.123722;
1585056078;711477;1651507958;535240;1585056078;711477;0.123722;
1585056078;812378;1651507958;769556;1585056078;812378;0.123722;
1585056078;913101;1651507958;976447;1585056078;913101;0.123722;
1585056079;13877;1651507959;243457;1585056079;13877;0.123722;
1585056079;115277;1651507959;472672;1585056079;115277;0.123722;
1585056079;215861;1651507959;714958;1585056079;215861;0.123722;
1585056079;316883;1651507959;962229;1585056079;316883;0.123722;
1585056079;417581;1651507960;193772;1585056079;417581;0.123722;
1585056079;518383;1651507960;402539;1585056079;518383;0.123722;
1585056079;619072;1651507960;606351;1585056079;619072;0.123722;
1585056079;719741;1651507960;851783;1585056079;719741;0.123722;
1585056079;820448;1651507961;101911;1585056079;820448;0.123722;
1585056079;920991;1651507961;352152;1585056079;920991;0.123722;
1585056080;21736;1651507961;611278;1585056080;21736;0.123722;
1585056080;122545;1651507961;822556;1585056080;122545;0.123722;
1585056080;223203;1651507962;32742;1585056080;223203;0.123722;
1585056080;324020;1651507962;238499;1585056080;324020;0.123722;
1585056080;424449;1651507962;405058;1585056080;424449;0.1134068;
1585056080;526274;1651507962;661070;1585056080;526274;0.1134068;
1585056080;626951;1651507962;847656;1585056080;626951;0.1134068;
1585056080;727803;1651507963;80892;1585056080;727803;0.1134068;
1585056080;828630;1651507963;316572;1585056080;828630;0.1134068;
1585056080;929240;1651507963;525511;1585056080;929240;0.1134068;
1585056081;29913;1651507963;770834;1585056081;29913;0.123722;
1585056081;130477;1651507963;989118;1585056081;130477;0.1134068;
1585056081;231100;1651507964;218262;1585056081;231100;0.123722;
1585056081;331745;1651507964;408787;1585056081;331745;0.123722;
1585056081;432391;1651507964;628989;1585056081;432391;0.123722;
1585056081;533080;1651507964;777419;1585056081;533080;0.123722;
1585056081;633801;1651507964;999312;1585056081;633801;0.123722;
1585056081;734426;1651507965;262229;1585056081;734426;0.123722;
1585056081;835021;1651507965;475977;1585056081;835021;0.123722;
1585056081;935664;1651507965;669804;1585056081;935664;0.123722;
1585056082;36321;1651507965;885308;1585056082;36321;0.123722;
1585056082;136978;1651507966;105500;1585056082;136978;0.123722;
1585056082;237600;1651507966;292823;1585056082;237600;0.123722;
1585056082;338362;1651507966;495064;1585056082;338362;0.1134068;
1585056082;439275;1651507966;668726;1585056082;439275;0.1134068;
1585056082;539746;1651507966;906136;1585056082;539746;0.123722;
1585056082;640050;1651507967;115428;1585056082;640050;0.123722;
1585056082;740668;1651507967;336595;1585056082;740668;0.123722;
1585056082;841339;1651507967;556801;1585056082;841339;0.123722;
1585056082;941949;1651507967;817193;1585056082;941949;0.1134068;
1585056083;42626;1651507968;99209;1585056083;42626;0.1134068;
1585056083;143291;1651507968;288603;1585056083;143291;0.1134068;
1585056083;243932;1651507968;518778;1585056083;243932;0.1134068;
1585056083;344547;1651507968;999053;1585056083;344547;0.1134068;
1585056083;445044;1651507969;471340;1585056083;445044;0.123722;
1585056083;545682;1651507970;26034;1585056083;545682;0.1134068;
1585056083;646303;1651507970;526404;1585056083;646303;0.1134068;
1585056083;746923;1651507970;914880;1585056083;746923;0.1134068;
1585056083;847536;1651507971;134951;1585056083;847536;0.1134068;
1585056083;948167;1651507971;329623;1585056083;948167;0.1134068;
1585056084;48907;1651507971;535317;1585056084;48907;0.1134068;
1585056084;149553;1651507971;710031;1585056084;149553;0.123722;
1585056084;250240;1651507971;925650;1585056084;250240;0.123722;
1585056084;350876;1651507972;145832;1585056084;350876;0.123722;
1585056084;451506;1651507972;375544;1585056084;451506;0.123722;
1585056084;552046;1651507972;605255;1585056084;552046;0.123722;
1585056084;652588;1651507972;824166;1585056084;652588;0.123722;
1585056084;753168;1651507973;154380;1585056084;753168;0.123722;
1585056084;853784;1651507973;368112;1585056084;853784;0.123722;
1585056084;954507;1651507973;557295;1585056084;954507;0.123722;
1585056085;54566;1651507973;819115;1585056085;54566;0.123722;
1585056085;155156;1651507974;39277;1585056085;155156;0.123722;
1585056085;255799;1651507974;290901;1585056085;255799;0.123722;
1585056085;356409;1651507974;525708;1585056085;356409;0.123722;
1585056085;457067;1651507974;721276;1585056085;457067;0.123722;
1585056085;558211;1651507974;960543;1585056085;558211;0.123722;
1585056085;658955;1651507975;185647;1585056085;658955;0.123722;
1585056085;759578;1651507975;405969;1585056085;759578;0.123722;
1585056085;860213;1651507975;601486;1585056085;860213;0.123722;
1585056085;960851;1651507975;821378;1585056085;960851;0.123722;
1585056086;61538;1651507976;21181;1585056086;61538;0.1134068;
1585056086;162193;1651507976;246917;1585056086;162193;0.1134068;
1585056086;263090;1651507976;441103;1585056086;263090;0.1134068;
1585056086;364310;1651507976;763044;1585056086;364310;0.123722;
1585056086;464237;1651507977;1004;1585056086;464237;0.1134068;
1585056086;564911;1651507977;220637;1585056086;564911;0.1134068;
1585056086;665539;1651507977;439598;1585056086;665539;0.1134068;
1585056086;766209;1651507977;646578;1585056086;766209;0.1134068;
1585056086;866888;1651507977;896796;1585056086;866888;0.1134068;
1585056086;967503;1651507978;172800;1585056086;967503;0.1134068;
1585056087;68147;1651507978;378581;1585056087;68147;0.1134068;
1585056087;168764;1651507978;589348;1585056087;168764;0.1134068;
1585056087;269551;1651507978;798618;1585056087;269551;0.1134068;
1585056087;370127;1651507978;957487;1585056087;370127;0.1134068;
1585056087;470834;1651507979;215206;1585056087;470834;0.1134068;
1585056087;571640;1651507979;452615;1585056087;571640;0.1134068;
1585056087;672446;1651507979;689620;1585056087;672446;0.1134068;
1585056087;773182;1651507979;932346;1585056087;773182;0.123722;
1585056087;873777;1651507980;144948;1585056087;873777;0.123722;
1585056087;974350;1651507980;375406;1585056087;974350;0.123722;
1585056088;74987;1651507980;574187;1585056088;74987;0.123722;
1585056088;175555;1651507980;820837;1585056088;175555;0.123722;
1585056088;276112;1651507981;78634;1585056088;276112;0.123722;
1585056088;376802;1651507981;338789;1585056088;376802;0.123722;
1585056088;477534;1651507981;551283;1585056088;477534;0.123722;
1585056088;578305;1651507981;802160;1585056088;578305;0.123722;
1585056088;679285;1651507982;10770;1585056088;679285;0.123722;
1585056088;779859;1651507982;253856;1585056088;779859;0.123722;
1585056088;880720;1651507982;443347;1585056088;880720;0.123722;
1585056088;981276;1651507982;673977;1585056088;981276;0.123722;
1585056089;81875;1651507982;863676;1585056089;81875;0.123722;
1585056089;182552;1651507983;88534;1585056089;182552;0.123722;
1585056089;283175;1651507983;317631;1585056089;283175;0.123722;
1585056089;383784;1651507983;517765;1585056089;383784;0.123722;
1585056089;484368;1651507983;709218;1585056089;484368;0.123722;
1585056089;585040;1651507983;908218;1585056089;585040;0.123722;
1585056089;685673;1651507984;113020;1585056089;685673;0.123722;
1585056089;786458;1651507984;318587;1585056089;786458;0.123722;
1585056089;887286;1651507984;518712;1585056089;887286;0.123722;
1585056089;987916;1651507984;691798;1585056089;987916;0.123722;
1585056090;88714;1651507984;894575;1585056090;88714;0.123722;
1585056090;189391;1651507985;102375;1585056090;189391;0.123722;
1585056090;290043;1651507985;347110;1585056090;290043;0.123722;
1585056090;390728;1651507985;536404;1585056090;390728;0.123722;
1585056090;491428;1651507985;755709;1585056090;491428;0.123722;
1585056090;591559;1651507985;993155;1585056090;591559;0.123722;
1585056090;692209;1651507986;203348;1585056090;692209;0.123722;
1585056090;792913;1651507986;455108;1585056090;792913;0.123722;
1585056090;893556;1651507986;679022;1585056090;893556;0.123722;
1585056090;994269;1651507986;925179;1585056090;994269;0.123722;
1585056091;95049;1651507987;137368;1585056091;95049;0.123722;
1585056091;195708;1651507987;356226;1585056091;195708;0.123722;
1585056091;295922;1651507987;601253;1585056091;295922;0.123722;
1585056091;396660;1651507987;792110;1585056091;396660;0.123722;
1585056091;497205;1651507987;940751;1585056091;497205;0.123722;
1585056091;597845;1651507988;157057;1585056091;597845;0.123722;
1585056091;698665;1651507988;354874;1585056091;698665;0.123722;
1585056091;799384;1651507988;597507;1585056091;799384;0.123722;
1585056091;899949;1651507988;827769;1585056091;899949;0.123722;
1585056092;874;1651507989;44023;1585056092;874;0.123722;
1585056092;101484;1651507989;252828;1585056092;101484;0.123722;
1585056092;202165;1651507989;537250;1585056092;202165;0.123722;
1585056092;303135;1651507989;767410;1585056092;303135;0.123722;
1585056092;403644;1651507989;922323;1585056092;403644;0.123722;
1585056092;504431;1651507990;164928;1585056092;504431;0.123722;
1585056092;605244;1651507990;365034;1585056092;605244;0.123722;
1585056092;706036;1651507990;585269;1585056092;706036;0.123722;
1585056092;806704;1651507990;887706;1585056092;806704;0.123722;
1585056092;907390;1651507991;98701;1585056092;907390;0.123722;
1585056093;8010;1651507991;335933;1585056093;8010;0.123722;
1585056093;108921;1651507991;593342;1585056093;108921;0.123722;
1585056093;209513;1651507991;794676;1585056093;209513;0.123722;
1585056093;310235;1651507992;34907;1585056093;310235;0.123722;
1585056093;411110;1651507992;294876;1585056093;411110;0.123722;
1585056093;511782;1651507992;466868;1585056093;511782;0.123722;
1585056093;612390;1651507992;682357;1585056093;612390;0.123722;
1585056093;713097;1651507992;913080;1585056093;713097;0.123722;
1585056093;813771;1651507993;150617;1585056093;813771;0.123722;
1585056093;914409;1651507993;409739;1585056093;914409;0.1340373;
1585056094;15046;1651507993;655712;1585056094;15046;0.1443526;
1585056094;115859;1651507993;924583;1585056094;115859;0.1443526;
1585056094;216606;1651507994;141366;1585056094;216606;0.1443526;
1585056094;317608;1651507994;370117;1585056094;317608;0.1443526;
1585056094;417817;1651507994;597905;1585056094;417817;0.1443526;
1585056094;518728;1651507994;827660;1585056094;518728;0.1443526;
1585056094;619697;1651507995;62125;1585056094;619697;0.1443526;
1585056094;720553;1651507995;259377;1585056094;720553;0.09280679;
1585056094;821076;1651507995;445423;1585056094;821076;0.07217628;
1585056094;921709;1651507995;650680;1585056094;921709;0.07217628;
1585056095;23825;1651507995;892622;1585056095;23825;0.07217628;
1585056095;124206;1651507996;115857;1585056095;124206;0.07217628;
1585056095;224890;1651507996;396109;1585056095;224890;0.07217628;
1585056095;325517;1651507996;608289;1585056095;325517;0.07217628;
1585056095;426188;1651507996;786296;1585056095;426188;0.07217628;
1585056095;526856;1651507996;979098;1585056095;526856;0.07217628;
1585056095;627476;1651507997;192586;1585056095;627476;0.07217628;
1585056095;728187;1651507997;441654;1585056095;728187;0.07217628;
1585056095;829563;1651507997;658327;1585056095;829563;0.08249153;
1585056095;930665;1651507997;909243;1585056095;930665;0.09280679;
1585056096;31296;1651507998;115008;1585056096;31296;0.103122;
1585056096;131906;1651507998;313060;1585056096;131906;0.1134068;
1585056096;232628;1651507998;529424;1585056096;232628;0.1134068;
1585056096;333167;1651507998;739639;1585056096;333167;0.123722;
1585056096;433926;1651507998;988074;1585056096;433926;0.123722;
1585056096;534677;1651507999;214277;1585056096;534677;0.123722;
1585056096;635500;1651507999;438659;1585056096;635500;0.123722;
1585056096;736260;1651507999;658151;1585056096;736260;0.123722;
1585056096;837091;1651507999;877165;1585056096;837091;0.123722;
1585056096;937714;1651508000;97133;1585056096;937714;0.123722;
1585056097;38413;1651508000;320363;1585056097;38413;0.123722;
1585056097;139011;1651508000;569550;1585056097;139011;0.123722;
1585056097;239635;1651508000;800140;1585056097;239635;0.123722;
1585056097;340248;1651508001;90298;1585056097;340248;0.123722;
1585056097;440852;1651508001;299993;1585056097;440852;0.123722;
1585056097;541629;1651508001;490988;1585056097;541629;0.123722;
1585056097;642109;1651508001;701176;1585056097;642109;0.123722;
1585056097;742742;1651508001;898211;1585056097;742742;0.123722;
1585056097;843348;1651508002;134389;1585056097;843348;0.123722;
1585056097;943883;1651508002;337957;1585056097;943883;0.123722;
1585056098;44423;1651508002;525229;1585056098;44423;0.123722;
1585056098;145370;1651508002;725566;1585056098;145370;0.123722;
1585056098;246421;1651508002;951514;1585056098;246421;0.123722;
1585056098;347053;1651508003;160272;1585056098;347053;0.123722;
1585056098;447659;1651508003;390613;1585056098;447659;0.123722;
1585056098;548385;1651508003;626225;1585056098;548385;0.123722;
1585056098;649006;1651508003;816377;1585056098;649006;0.123722;
1585056098;749762;1651508004;130983;1585056098;749762;0.123722;
1585056098;850341;1651508004;400843;1585056098;850341;0.123722;
1585056098;950936;1651508004;642447;1585056098;950936;0.123722;
1585056099;51542;1651508004;894770;1585056099;51542;0.123722;
1585056099;152283;1651508005;130138;1585056099;152283;0.123722;
1585056099;252799;1651508005;365058;1585056099;252799;0.123722;
1585056099;353380;1651508005;575292;1585056099;353380;0.123722;
1585056099;454016;1651508005;795460;1585056099;454016;0.123722;
1585056099;554641;1651508005;991839;1585056099;554641;0.123722;
1585056099;655252;1651508006;245850;1585056099;655252;0.123722;
1585056099;755916;1651508006;442478;1585056099;755916;0.123722;
1585056099;856588;1651508006;717759;1585056099;856588;0.123722;
1585056099;957467;1651508006;975218;1585056099;957467;0.123722;
1585056100;57858;1651508007;214591;1585056100;57858;0.123722;
1585056100;158852;1651508007;460373;1585056100;158852;0.123722;
1585056100;259470;1651508007;731508;1585056100;259470;0.123722;
1585056100;360217;1651508007;947516;1585056100;360217;0.123722;
1585056100;460870;1651508008;169387;1585056100;460870;0.123722;
1585056100;561613;1651508008;416155;1585056100;561613;0.123722;
1585056100;662374;1651508008;575949;1585056100;662374;0.123722;
1585056100;763078;1651508008;823359;1585056100;763078;0.123722;
1585056100;863785;1651508009;32474;1585056100;863785;0.123722;
1585056100;964355;1651508009;260215;1585056100;964355;0.123722;
1585056101;64953;1651508009;530359;1585056101;64953;0.123722;
1585056101;165708;1651508009;760583;1585056101;165708;0.123722;
1585056101;266172;1651508010;754;1585056101;266172;0.123722;
1585056101;366828;1651508010;250273;1585056101;366828;0.123722;
1585056101;467435;1651508010;495184;1585056101;467435;0.123722;
1585056101;568007;1651508010;741410;1585056101;568007;0.123722;
1585056101;668623;1651508011;10954;1585056101;668623;0.123722;
1585056101;769256;1651508011;253729;1585056101;769256;0.123722;
1585056101;869759;1651508011;415622;1585056101;869759;0.123722;
1585056101;976802;1651508011;679820;1585056101;976802;0.123722;
1585056102;77278;1651508011;908133;1585056102;77278;0.123722;
1585056102;177986;1651508012;106116;1585056102;177986;0.123722;
1585056102;278887;1651508012;327822;1585056102;278887;0.123722;
1585056102;379701;1651508012;506032;1585056102;379701;0.123722;
1585056102;480351;1651508012;794065;1585056102;480351;0.123722;
1585056102;581022;1651508013;24021;1585056102;581022;0.123722;
1585056102;681748;1651508013;203385;1585056102;681748;0.123722;
1585056102;782386;1651508013;404474;1585056102;782386;0.123722;
1585056102;883352;1651508013;614619;1585056102;883352;0.123722;
1585056102;984134;1651508013;843323;1585056102;984134;0.123722;
1585056103;84854;1651508014;26480;1585056103;84854;0.123722;
1585056103;185520;1651508014;233127;1585056103;185520;0.123722;
1585056103;286219;1651508014;492539;1585056103;286219;0.123722;
1585056103;386843;1651508014;743741;1585056103;386843;0.123722;
1585056103;487415;1651508014;993973;1585056103;487415;0.123722;
1585056103;587995;1651508015;233127;1585056103;587995;0.123722;
1585056103;688635;1651508015;513752;1585056103;688635;0.123722;
1585056103;789738;1651508015;719391;1585056103;789738;0.123722;
1585056103;890600;1651508015;956183;1585056103;890600;0.123722;
1585056103;990741;1651508016;166267;1585056103;990741;0.123722;
1585056104;91746;1651508016;377728;1585056104;91746;0.123722;
1585056104;192637;1651508016;565357;1585056104;192637;0.123722;
1585056104;293312;1651508016;767102;1585056104;293312;0.123722;
1585056104;393846;1651508016;975117;1585056104;393846;0.123722;
1585056104;494347;1651508017;131521;1585056104;494347;0.123722;
1585056104;594938;1651508017;354224;1585056104;594938;-0;
1585056104;695438;1651508017;584397;1585056104;695438;-0;
1585056104;796158;1651508017;843482;1585056104;796158;-0;
1585056104;896944;1651508018;92498;1585056104;896944;-0;
1585056104;997444;1651508018;270068;1585056104;997444;-0;
1585056105;97940;1651508018;517992;1585056105;97940;-0;
1585056105;198506;1651508018;752060;1585056105;198506;-0;
1585056105;299034;1651508018;960647;1585056105;299034;-0;
1585056105;399554;1651508019;183604;1585056105;399554;-0;
1585056105;500140;1651508019;406193;1585056105;500140;-0;
1585056105;600634;1651508019;590184;1585056105;600634;-0;
1585056105;701401;1651508019;732918;1585056105;701401;-0;
1585056105;802226;1651508019;948684;1585056105;802226;-0;
1585056105;903211;1651508020;93003;1585056105;903211;-0;
1585056106;3806;1651508020;272001;1585056106;3806;-0;
1585056106;104278;1651508020;472198;1585056106;104278;-0;
1585056106;204941;1651508020;645948;1585056106;204941;-0;
1585056106;305823;1651508020;820718;1585056106;305823;-0;
1585056106;406633;1651508021;8673;1585056106;406633;-0;
1585056106;507476;1651508021;229476;1585056106;507476;-0;
1585056106;608223;1651508021;404156;1585056106;608223;-0;
1585056106;708803;1651508021;606224;1585056106;708803;-0;
1585056106;809527;1651508021;810550;1585056106;809527;-0;
1585056106;910296;1651508022;30539;1585056106;910296;-0;
1585056107;11066;1651508022;219115;1585056107;11066;-0;
1585056107;111697;1651508022;410672;1585056107;111697;-0;
1585056107;212641;1651508022;605855;1585056107;212641;-0;
1585056107;313200;1651508022;803807;1585056107;313200;-0;
1585056107;413970;1651508022;999679;1585056107;413970;-0;
1585056107;514502;1651508023;197680;1585056107;514502;-0;
1585056107;615121;1651508023;399121;1585056107;615121;-0;
1585056107;715825;1651508023;603161;1585056107;715825;-0;
1585056107;816679;1651508023;796574;1585056107;816679;-0;
1585056107;917486;1651508023;961718;1585056107;917486;-0;
1585056108;17787;1651508024;101889;1585056108;17787;-0;
